,StartDate,A and I Trend,Overall Franchisee Trend,Deactivated Franchisee Trend,Active Franchisees
1538,2017-07-03 10:46:02+00:00,2064,2173,0,562
1539,2017-07-03 10:51:29+00:00,2065,2174,0,0
1540,2017-07-03 11:29:08+00:00,2066,2175,0,0
1541,2017-07-03 11:33:41+00:00,2067,2176,0,563
1542,2017-07-03 11:38:11+00:00,2068,2177,0,0
1543,2017-07-03 11:52:57+00:00,2069,2178,0,0
1544,2017-07-03 13:17:55+00:00,2070,2179,0,0
1545,2017-07-03 13:21:47+00:00,2071,2180,0,0
1546,2017-07-03 13:24:29+00:00,2072,2181,0,0
1547,2017-07-03 13:28:03+00:00,2073,2182,0,0
1548,2017-07-03 13:30:18+00:00,2074,2183,0,564
1549,2017-07-04 07:25:12+00:00,2075,2184,0,0
1550,2017-07-04 07:31:53+00:00,2076,2185,0,0
